@relation QueryResult-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.NominalToBinary-A

@attribute 'M=01,03,12,04,11,10,05,09,06,08,07' numeric
@attribute 'M=03,12,04,11,10,05,09,06,08,07' numeric
@attribute 'M=12,04,11,10,05,09,06,08,07' numeric
@attribute 'M=04,11,10,05,09,06,08,07' numeric
@attribute 'M=11,10,05,09,06,08,07' numeric
@attribute 'M=10,05,09,06,08,07' numeric
@attribute 'M=05,09,06,08,07' numeric
@attribute 'M=09,06,08,07' numeric
@attribute 'M=06,08,07' numeric
@attribute 'M=08,07' numeric
@attribute M=07 numeric
@attribute 'D=11,12,22,10,14,23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=12,22,10,14,23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=22,10,14,23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=10,14,23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=14,23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=23,16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=16,13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=13,09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=09,26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=26,24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=24,04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=04,17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=17,02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=02,01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=01,08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=08,05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=05,21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=21,25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=25,03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=03,07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=07,20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=20,06,19,18,27,28,30,29,31' numeric
@attribute 'D=06,19,18,27,28,30,29,31' numeric
@attribute 'D=19,18,27,28,30,29,31' numeric
@attribute 'D=18,27,28,30,29,31' numeric
@attribute 'D=27,28,30,29,31' numeric
@attribute 'D=28,30,29,31' numeric
@attribute 'D=30,29,31' numeric
@attribute 'D=29,31' numeric
@attribute D=31 numeric
@attribute 'W=4,5,2,6,7,1' numeric
@attribute 'W=5,2,6,7,1' numeric
@attribute 'W=2,6,7,1' numeric
@attribute 'W=6,7,1' numeric
@attribute 'W=7,1' numeric
@attribute W=1 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute R3 numeric
@attribute R7 numeric
@attribute A3 numeric
@attribute R numeric

@data
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.432396,0.603302,0.600178,0.467648,0.585841,144.7
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.54083,0.545739,0.613119,0.659081,0.608955,182.3
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.808121,0.722892,0.65685,0.640339,0.785628,239.4
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.600178,0.586345,0.552432,0.535475,0.623153,226.1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0.484605,0.572959,0.623382,0.628291,0.602171,190.3
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.623382,0.557787,0.505132,0.686747,0.604109,204.6
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.587238,0.535475,0.589023,0.487282,0.613316,218.1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.328425,0.357876,0.403391,0.317715,0.388138,156.4
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.514502,0.46274,0.477019,0.492637,0.520085,210.7
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56091,0.562249,0.489067,0.608657,0.577264,198.9
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0.468095,0.465863,0.490852,0.471218,0.509425,182.1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.437751,0.484159,0.426149,0.328425,0.481659,155.3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0.885319,0.811245,0.825524,0.779563,0.906624,265.6
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.709951,0.613565,0.567604,0.626952,0.678248,211.4
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.663097,0.630076,0.602856,0.604195,0.679992,219.8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618474,0.594824,0.796966,0.746988,0.721374,216.9
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.724676,0.569389,0.720214,0.824102,197.3
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.311022,0.250781,0.281124,0.484159,0.298832,150.1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.70772,0.610888,0.637662,0.673806,0.701798,223.5
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.380634,0.431504,0.471218,0.394467,0.458255,178.9
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398037,0.583668,0.532352,0.473449,0.541745,159.9
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.861669,0.7751,0.748773,0.699688,0.857198,293.1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.376618,0.394467,0.351629,0.364123,0.400107,164.1
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.429719,0.494422,0.366354,0.352075,0.460823,166.1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.414993,0.427041,0.392682,0.34672,0.440616,158.4
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.473449,0.440875,0.51718,0.305667,0.511848,183.3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.682285,0.725569,0.897813,0.845158,0.82827,229.2
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0.352967,0.351183,0.458278,0.357876,0.41445,171.7
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.476573,0.429719,0.385988,0.57519,0.461453,210.4
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.008032,0.009817,0.004016,0.108434,0.001599,76.2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.668005,0.752343,0.83311,0.639447,0.809372,229.2
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.542615,0.497992,0.479697,0.603302,0.544023,208.3
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.561803,0.565373,0.554663,0.535475,0.602462,202.6
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.521196,0.558679,0.523427,0.446229,0.574066,197.6
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.590361,0.543954,0.531459,0.589915,0.596647,205
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458278,0.328425,0.296296,0.357876,0.385715,154.9
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.454708,0.491299,0.59884,0.524766,0.55289,182.3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.682731,0.668005,0.752343,0.732709,0.754955,248.5
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.604195,0.586345,0.59527,0.531459,0.640112,196.6
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.446229,0.446229,0.395359,0.583668,0.459854,198.8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.91477,0.853637,0.764837,0.788934,0.910646,261.2
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.269076,0.311468,0.334226,0.196787,0.324805,137
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.62606,0.576975,0.589915,0.648371,0.642681,215.5
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.615797,0.736725,0.696564,0.5029,0.735427,218.6
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.429273,0.361446,0.407407,0.431504,0.427388,158.6
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585899,0.65685,0.509148,0.557787,0.627853,206.5
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.364569,0.454261,0.348059,0.35029,0.416097,144.2
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.407854,0.364123,0.355645,0.405176,0.401851,147.4
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.647479,0.574743,0.572959,0.723338,0.643504,223.4
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.293619,0.309237,0.225346,0.348059,0.293502,148.1
1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.47925,0.519857,0.608657,0.580544,0.575665,179.4
1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.748327,0.724676,0.79295,0.713521,0.813926,233.9
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.779563,0.816154,0.726908,0.750112,0.834424,247.6
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.540384,1,0.724676,0.593485,0.813587,163.2
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.743864,0.711736,0.703704,0.947791,0.775306,221.2
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.356983,0.390004,0.377064,0.439982,0.400591,158.3
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.537706,0.541722,0.521196,0.547077,0.573097,203
1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.59527,0.574743,0.590361,0.69701,0.630906,207.6
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.303436,0.364569,0.454261,0.35743,0.399913,126.7
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.574743,0.755466,0.694779,0.542169,0.726704,199.8
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.826417,0.716198,0.650602,0.579206,0.787566,249.2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.725569,0.897813,0.967425,0.885319,0.931482,229.1
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.300759,0.329763,0.311022,0.352967,0.334496,167.3
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.457831,0.423918,0.471218,0.549755,0.483452,206
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.339134,0.346274,0.432396,0.472557,0.398314,153.9
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.656403,0.69701,0.614904,0.524766,0.706159,195.3
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.528336,0.542615,0.589469,0.448014,0.594709,193.2
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19054,0.406515,0.300759,0.281124,0.318699,120.3
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.063811,0.009371,0,0.227577,0.020206,108
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.613565,0.567604,0.593039,0.622044,0.635897,235.3
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.351183,0.458278,0.328425,0.328425,0.405582,155.3
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.629183,0.649264,0.576082,0.688532,0.664971,217.4
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.560464,0.566265,0.576975,0.564034,0.610408,197.4
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.567604,0.506024,0.508255,0.613119,0.566313,209.7
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389112,0.488175,0.439982,0.37037,0.470514,155.1
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.54083,0.560464,0.566265,0.609103,0.597325,194.8
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.357876,0.328425,0.357876,0.286925,0.371663,143.2
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126729,0.108434,0.165997,0.226685,0.138925,120.9
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626952,0.622044,0.593039,0.46274,0.660464,207.5
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.532352,0.456939,0.496207,0.51718,0.531424,207
1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.53726,0.462294,0.467648,0.490406,0.524786,177.8
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.403391,0.449799,0.328425,0.364123,0.421428,156.4
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.680054,0.705935,0.686747,0.719768,0.743955,221.5
1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.655511,0.581437,0.585899,0.572959,0.653535,226.6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.597501,0.690317,0.611334,0.626952,0.681155,211.7
1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.303882,0.305667,0.432396,0.46274,0.370839,145.4
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.688086,0.726461,0.721553,0.703257,0.766923,232.5
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640339,0.850959,0.893797,0.626506,0.857053,204.6
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.429719,0.385988,0.524766,0.501116,0.478897,183
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.573851,0.528782,0.50647,0.560464,0.57615,200
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0.352521,0.367693,0.429273,0.458278,0.409798,154.7
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.392236,0.376618,0.394467,0.420794,0.414789,172.3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.967425,0.845605,0.830879,0.825524,0.95072,277.4
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.186524,0.205266,0.199465,0.141901,0.207734,120.3
1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.538599,0.563141,0.572959,0.551093,0.599893,190.8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0.845158,0.885319,0.811245,0.764837,0.913747,262.4
1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453369,0.53726,0.462294,0.443552,0.519601,170.2
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.4971,0.523873,0.40116,0.356983,0.508456,182.8
1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.421241,0.419009,0.429719,1,0.453409,156.5
